id,album_id,amount,date,vendor_id
89,2,12.99,2014-06-17,4
90,2,11.0,2017-08-06,
91,2,11.09,2016-05-06,1
92,2,12.75,2018-11-06,2
93,2,13.99,2020-10-12,3
94,2,12.0,2017-10-19,4
95,2,13.23,2014-03-25,
96,2,14.48,2018-05-10,1
97,2,13.5,2014-06-20,2
98,2,12.49,2018-12-21,3
99,2,11.79,2020-12-14,4
100,2,11.0,2014-07-06,
101,2,12.49,2014-08-27,1
102,2,12.0,2020-02-05,2
103,2,12.33,2016-03-22,3
104,2,12.5,2016-08-09,4
105,2,10.49,2018-10-13,
106,2,13.0,2018-05-23,1
107,2,10.49,2015-08-05,2
108,2,13.49,2020-10-08,3
109,2,12.0,2016-12-26,4
110,2,13.5,2015-03-08,
111,2,11.5,2015-06-16,1
112,2,12.5,2017-01-21,2
113,2,11.5,2014-04-19,3
114,2,11.5,2018-09-29,4
115,2,10.99,2018-09-14,
116,2,13.16,2020-07-06,1
117,2,13.49,2016-05-22,2
118,2,11.99,2017-11-12,3
119,2,15.0,2019-12-31,4
120,2,11.99,2016-12-17,
121,2,12.0,2017-06-03,1
122,2,12.5,2016-12-28,2
123,2,13.0,2017-08-14,3
124,2,13.0,2014-11-15,4
125,2,12.0,2020-09-28,
126,2,11.0,2018-11-10,1
127,2,13.0,2014-08-02,2
128,2,12.5,2019-06-16,3
129,2,11.49,2014-06-15,4
130,2,13.5,2020-01-12,
131,2,13.0,2014-08-23,1
132,2,9.49,2015-01-27,2
133,2,14.16,2017-03-16,3
134,2,11.5,2019-01-08,4
135,2,13.0,2016-11-02,
136,2,12.0,2014-03-20,1
137,2,11.0,2018-05-26,2
138,2,13.49,2016-09-27,3
139,2,12.5,2020-08-13,4
140,2,12.49,2015-03-29,
141,2,12.5,2014-08-11,1
142,2,12.99,2016-01-18,2
143,2,12.99,2015-08-11,3
144,2,12.4,2014-04-10,4
145,2,14.01,2015-01-17,
146,2,12.0,2015-08-15,1
147,2,13.0,2014-02-21,2
148,2,12.13,2018-01-08,3
149,2,13.0,2014-02-20,4
150,2,13.0,2015-06-19,
151,2,12.0,2015-11-07,1
152,2,12.0,2020-05-20,2
153,2,11.5,2019-06-08,3
154,2,12.0,2014-10-10,4
155,2,12.0,2018-06-14,
156,2,10.99,2020-12-28,1
157,2,12.49,2014-12-13,2
158,2,13.5,2020-06-23,3
159,2,10.49,2017-06-20,4
160,2,12.5,2014-02-14,
161,2,12.99,2017-08-08,1
162,2,10.49,2017-11-20,2
163,2,12.0,2014-05-12,3
164,2,11.5,2020-12-14,4
165,2,12.99,2016-07-01,
166,2,11.66,2020-10-26,1
167,2,13.5,2014-03-02,2
168,2,13.0,2014-02-13,3
169,2,12.0,2014-04-20,4
170,2,13.5,2017-01-07,
171,2,12.0,2015-10-24,1
172,2,10.5,2018-08-10,2
173,2,13.49,2016-12-27,3
174,2,11.5,2015-06-20,4
175,2,10.5,2015-02-01,
176,2,11.0,2016-09-23,1
177,2,11.0,2014-03-15,2
178,2,11.49,2017-11-20,3
179,2,14.49,2019-02-05,4
180,2,10.76,2020-11-12,
181,2,13.5,2020-08-02,1
182,2,12.0,2015-01-29,2
183,2,12.4,2016-01-14,3
184,2,10.99,2015-10-10,4
185,2,15.49,2019-06-22,
186,2,13.99,2019-01-13,1
187,2,12.99,2016-10-16,2
188,2,11.0,2017-05-01,3
189,2,13.46,2014-06-17,4
190,2,13.0,2015-05-01,
191,2,13.0,2016-04-12,1
192,2,12.99,2016-12-26,2
193,2,12.5,2019-10-26,3
194,2,11.49,2019-12-28,4
195,2,13.04,2015-02-01,
196,2,11.99,2016-07-05,1
197,2,11.58,2015-02-13,2
198,2,13.49,2014-02-22,3
199,2,11.83,2014-03-04,4
200,2,11.99,2015-12-12,
201,2,11.99,2018-10-03,1
202,2,12.68,2014-11-29,2
203,2,14.0,2015-11-03,3
204,2,13.32,2015-07-25,4
205,2,13.5,2014-02-25,
206,2,12.0,2019-02-07,1
207,2,12.44,2016-05-22,2
208,2,13.65,2015-03-16,3
209,2,11.5,2016-10-14,4
210,2,13.0,2014-05-08,
211,2,11.5,2014-07-21,1
212,2,10.49,2016-02-11,2
213,2,12.91,2015-05-29,3
214,2,14.5,2016-04-05,4
215,2,11.49,2014-07-23,
216,2,12.85,2019-05-17,1
217,2,13.5,2014-06-07,2
218,2,12.49,2014-07-27,3
219,2,11.99,2014-12-24,4
220,2,13.5,2017-04-30,
221,2,11.99,2015-06-02,1
222,2,12.5,2017-07-08,2
223,2,13.23,2019-02-03,3
224,2,11.49,2019-08-10,4
225,2,11.5,2018-12-16,
226,2,11.99,2014-07-14,1
227,2,14.38,2018-02-06,2
228,2,13.5,2020-03-15,3
229,2,11.21,2017-05-10,4
230,2,13.99,2020-01-19,
231,2,11.99,2019-08-09,1
232,2,12.6,2018-05-22,2
233,2,11.5,2017-07-04,3
234,2,12.5,2015-05-30,4
235,2,12.0,2018-10-22,
236,2,11.99,2019-08-04,1
237,2,12.09,2014-02-18,2
238,2,12.5,2014-04-06,3
239,2,13.52,2017-11-16,4
240,2,14.19,2019-04-25,
241,2,11.49,2015-02-11,1
242,2,11.5,2017-06-24,2
243,2,13.5,2014-06-14,3
244,2,13.5,2018-05-27,4
245,2,13.99,2016-08-15,
246,2,12.99,2014-05-15,1
247,2,13.99,2019-10-24,2
248,2,14.0,2015-12-08,3
249,2,12.99,2019-11-12,4
250,2,11.5,2020-12-16,
251,2,13.49,2017-01-03,1
252,2,11.99,2019-01-17,2
253,2,12.93,2020-07-21,3
254,2,13.5,2020-04-10,4
255,2,12.99,2017-12-20,
256,2,11.0,2014-05-05,1
257,2,12.19,2019-11-22,2
258,2,11.0,2018-01-15,3
259,2,13.5,2014-04-07,4
260,2,14.42,2020-12-21,
261,2,12.99,2016-12-21,1
262,2,12.0,2014-04-11,2
263,2,10.99,2017-08-17,3
264,2,12.0,2018-01-07,4
265,2,12.5,2020-06-06,
266,2,12.1,2014-02-27,1
267,2,12.89,2018-05-19,2
268,2,11.99,2019-05-21,3
269,2,12.77,2014-10-08,4
270,2,11.99,2014-12-30,
271,2,13.7,2015-03-19,1
272,2,12.99,2018-01-05,2
273,2,13.0,2015-04-20,3
274,2,11.0,2014-02-26,4
275,2,10.5,2017-10-10,
276,2,11.99,2015-11-02,1
277,2,12.5,2014-04-29,2
278,2,13.0,2018-05-12,3
279,2,12.99,2014-08-06,4
280,2,13.5,2017-05-23,
281,2,14.5,2020-03-01,1
282,2,14.49,2016-06-23,2
283,2,12.5,2020-04-23,3
284,2,13.5,2015-07-06,4
285,2,10.99,2017-08-03,
286,2,10.49,2019-08-18,1
287,2,13.99,2014-11-26,2
288,2,11.55,2017-04-07,3
289,2,15.0,2019-08-10,4
290,2,12.5,2014-04-28,
291,2,14.0,2015-06-18,1
292,2,11.49,2017-09-02,2
293,2,11.99,2014-02-18,3
294,2,12.0,2016-04-04,4
295,2,12.5,2019-12-13,
296,2,10.49,2014-04-08,1
297,2,11.5,2020-11-22,2
298,2,11.5,2019-12-30,3
299,2,11.99,2014-12-24,4
300,2,13.0,2015-07-25,
301,2,13.0,2018-04-29,1
302,2,14.49,2016-12-11,2
303,2,12.93,2020-12-26,3
304,2,13.99,2014-06-26,4
305,2,12.49,2020-07-19,
306,2,11.5,2020-10-26,1
307,2,11.5,2017-05-09,2
308,2,12.99,2020-07-17,3
309,2,11.75,2017-05-05,4
310,2,11.99,2017-09-17,
311,2,11.0,2014-10-29,1
312,2,11.0,2014-09-21,2
313,2,10.34,2014-07-02,3
314,2,12.0,2019-08-02,4
315,2,12.49,2020-07-14,
316,2,11.5,2018-06-25,1
317,2,11.5,2020-07-31,2
318,2,11.5,2015-07-03,3
319,2,10.99,2020-02-06,4
320,2,11.49,2017-05-07,
321,2,11.75,2016-10-23,1
322,2,12.99,2016-12-19,2
323,2,12.0,2017-03-12,3
324,2,11.0,2015-07-09,4
325,2,10.99,2014-08-09,
326,2,12.69,2014-05-18,1
327,2,11.0,2019-11-04,2
328,2,13.13,2019-11-04,3
329,2,12.5,2020-12-12,4
330,2,11.5,2016-08-30,
331,2,12.99,2016-05-28,1
332,2,13.0,2015-09-28,2
333,2,13.0,2014-12-19,3
334,2,13.0,2014-10-05,4
335,2,13.5,2020-06-28,
336,2,12.0,2020-03-31,1
337,2,12.99,2015-01-11,2
338,2,12.49,2014-04-08,3
339,2,12.49,2019-10-30,4
340,2,10.49,2014-03-18,
341,2,10.0,2014-07-19,1
342,2,13.0,2014-03-01,2
343,2,13.49,2018-08-06,3
344,2,12.35,2014-07-19,4
345,2,12.49,2014-10-13,
346,2,12.99,2014-11-18,1
347,2,11.0,2014-06-19,2
348,2,13.0,2018-12-21,3
349,2,11.0,2014-02-14,4
350,2,11.0,2014-12-02,
351,2,11.0,2016-03-28,1
352,2,13.0,2017-07-04,2
353,2,12.49,2014-12-27,3
354,2,13.0,2019-01-08,4
355,2,11.99,2016-07-25,
356,2,12.99,2014-12-03,1
357,2,13.5,2017-07-01,2
358,2,11.99,2015-03-03,3
359,2,13.24,2017-05-16,4
360,2,11.6,2014-07-13,
361,2,10.99,2015-12-07,1
362,2,12.5,2015-07-08,2
363,2,13.0,2014-11-18,3
364,2,9.5,2017-12-06,4
365,2,13.0,2014-07-04,
366,2,11.5,2017-02-27,1
367,2,12.5,2017-11-10,2
368,2,12.49,2019-06-03,3
369,2,11.99,2014-10-27,4
370,2,12.5,2018-11-17,
371,2,13.68,2016-03-31,1
372,2,11.99,2017-03-09,2
373,2,12.99,2014-09-21,3
374,2,11.61,2019-07-01,4
375,2,10.99,2019-04-09,
376,2,12.0,2016-01-13,1
377,2,12.5,2019-11-11,2
378,2,12.62,2015-01-24,3
379,2,10.5,2016-02-25,4
380,2,9.5,2018-02-08,
381,2,11.99,2020-01-17,1
382,2,10.31,2014-10-05,2
383,2,12.0,2015-10-22,3
384,2,12.23,2019-10-06,4
385,2,12.5,2018-08-23,
386,2,13.0,2014-02-13,1
387,2,12.53,2018-01-23,2
388,2,10.0,2014-10-01,3
389,2,13.59,2014-08-23,4
390,2,12.49,2014-02-20,
391,2,11.49,2015-08-22,1
392,2,10.5,2014-12-21,2
393,2,12.0,2020-10-11,3
394,2,13.0,2018-07-15,4
395,2,11.5,2018-08-02,
396,2,13.0,2014-11-10,1
397,2,11.61,2014-03-05,2
398,2,12.49,2015-01-20,3
399,2,13.5,2014-08-02,4
400,2,11.99,2019-12-20,
401,2,11.49,2014-02-22,1
402,2,11.46,2014-03-12,2
403,2,14.5,2014-10-24,3
404,2,14.5,2020-02-11,4
405,2,12.98,2016-08-02,
406,2,13.5,2016-01-14,1
407,2,12.94,2017-11-23,2
408,2,13.5,2014-06-23,3
409,2,11.99,2018-05-19,4
410,2,11.99,2018-02-14,
411,2,12.0,2014-09-04,1
412,2,12.49,2016-06-22,2
413,2,12.5,2016-01-10,3
414,2,13.99,2017-05-30,4
415,2,13.49,2020-02-15,
416,2,12.0,2014-03-02,1
417,2,14.0,2014-02-15,2
418,2,11.81,2014-02-19,3
419,2,13.5,2016-03-06,4
420,2,12.49,2019-02-15,
421,2,12.25,2020-12-29,1
422,2,11.49,2018-10-27,2
423,2,14.49,2018-08-04,3
424,2,13.64,2015-04-01,4
425,2,11.5,2017-05-23,
426,2,10.5,2019-01-22,1
427,2,11.16,2016-05-14,2
428,2,11.99,2015-11-23,3
429,2,13.99,2019-04-18,4
430,2,11.42,2017-09-25,
431,2,11.99,2014-11-17,1
432,2,11.62,2017-07-17,2
433,2,11.49,2014-12-10,3
434,2,13.49,2018-01-04,4
435,2,12.99,2018-12-25,
436,2,11.5,2015-06-28,1
437,2,12.5,2016-06-23,2
438,2,12.99,2014-02-12,3
439,2,10.99,2014-03-08,4
440,2,12.77,2015-07-21,
441,2,12.99,2015-10-21,1
442,2,12.49,2015-03-27,2
443,2,10.0,2015-09-18,3
444,2,12.5,2017-07-30,4
445,2,13.25,2018-06-07,
446,2,12.0,2018-08-29,1
447,2,14.5,2020-12-04,2
448,2,13.06,2016-10-01,3
449,2,12.0,2019-08-07,4
450,2,14.5,2014-07-19,
451,2,13.49,2014-07-03,1
452,2,12.99,2017-08-02,2
453,2,13.0,2014-08-20,3
454,2,11.83,2015-10-20,4
455,2,12.49,2014-08-19,
456,2,15.49,2018-09-06,1
457,2,12.99,2014-03-04,2
458,2,11.99,2020-09-03,3
459,2,11.99,2020-03-27,4
460,2,12.69,2018-07-22,
461,2,11.99,2014-06-15,1
462,2,12.0,2014-03-23,2
463,2,14.0,2020-12-29,3
464,2,12.0,2018-12-15,4
465,2,12.41,2017-09-27,
466,2,13.0,2019-10-22,1
467,2,13.5,2017-11-15,2
468,2,13.0,2014-03-20,3
469,2,11.99,2020-02-20,4
470,2,14.23,2018-04-22,
471,2,13.5,2014-03-20,1
472,2,14.5,2016-02-16,2
473,2,12.0,2018-01-09,3
474,2,12.49,2014-03-06,4
475,2,11.5,2016-02-27,
476,2,11.99,2020-11-30,1
477,2,11.02,2014-03-25,2
478,2,13.0,2019-02-01,3
479,2,14.01,2017-10-22,4
480,2,12.5,2018-11-27,
481,2,12.49,2014-05-22,1
482,2,13.0,2019-11-16,2
483,2,12.99,2015-02-10,3
484,2,13.49,2018-07-23,4
485,2,12.9,2014-09-27,
486,2,11.49,2015-01-04,1
487,2,14.0,2014-03-15,2
488,2,14.07,2015-07-07,3
489,2,13.99,2014-06-28,4
490,2,13.0,2018-09-25,
491,2,11.0,2016-02-02,1
492,2,11.1,2014-06-21,2
493,2,12.99,2017-10-03,3
494,2,10.49,2019-06-27,4
495,2,10.0,2014-10-06,
496,2,11.0,2019-01-05,1
497,2,12.0,2019-06-16,2
498,2,11.99,2017-06-20,3
499,2,12.5,2016-09-20,4
500,2,12.52,2014-03-17,
501,2,12.5,2020-02-29,1
502,2,12.5,2014-03-18,2
503,2,11.5,2014-09-03,3
504,2,12.99,2014-10-19,4
505,2,13.0,2014-03-14,
506,2,13.0,2015-08-05,1
507,2,12.54,2016-12-03,2
508,2,13.5,2020-01-01,3
509,2,12.99,2016-03-19,4
510,2,12.5,2017-11-12,
511,2,12.0,2015-08-03,1
512,2,13.49,2019-01-28,2
513,2,12.5,2014-06-01,3
514,2,11.99,2019-12-15,4
515,2,12.49,2014-06-10,
516,2,13.0,2014-07-19,1
517,2,13.49,2017-10-29,2
518,2,13.32,2015-04-03,3
519,2,12.5,2020-11-21,4
520,2,14.0,2016-07-14,
521,2,11.97,2017-09-19,1
522,2,12.0,2019-01-23,2
523,2,12.49,2014-12-16,3
524,2,13.59,2019-12-28,4
525,2,13.0,2015-04-25,
526,2,10.99,2018-05-15,1
527,2,12.5,2014-05-13,2
528,2,11.27,2014-11-04,3
529,2,12.5,2020-12-03,4
530,2,11.99,2014-09-05,
531,2,11.0,2014-03-09,1
532,2,13.0,2020-03-01,2
533,2,12.76,2018-08-04,3
534,2,14.0,2019-03-22,4
535,2,14.0,2015-09-29,
536,2,12.49,2014-04-23,1
537,2,12.5,2015-12-02,2
538,2,11.97,2016-09-21,3
539,2,13.0,2016-06-26,4
540,2,15.0,2016-08-09,
541,2,12.99,2018-04-10,1
542,2,13.0,2018-03-03,2
543,2,13.0,2019-07-25,3
544,2,10.99,2014-05-12,4
545,2,13.0,2020-07-15,
546,2,11.49,2017-01-25,1
547,2,11.99,2016-04-18,2
548,2,12.49,2014-04-12,3
549,3,16.0,2019-12-26,4
550,3,17.0,2019-11-24,
551,3,16.65,2018-12-10,1
552,3,15.0,2020-11-28,2
553,3,15.49,2020-02-17,3
554,3,17.0,2019-03-09,4
555,3,17.0,2020-05-08,
556,3,16.49,2020-09-27,1
557,3,16.0,2020-09-19,2
558,3,16.99,2018-08-09,3
559,3,16.47,2018-10-29,4
560,3,17.25,2020-10-03,
561,3,15.96,2020-01-12,1
562,3,16.49,2020-11-25,2
563,3,19.0,2020-02-27,3
564,3,17.99,2019-04-09,4
565,3,15.49,2019-06-26,
566,3,14.92,2018-06-05,1
567,3,15.49,2019-09-11,2
568,3,17.31,2019-06-11,3
569,3,17.5,2020-07-13,4
570,3,15.99,2020-11-27,
571,3,15.5,2019-11-24,1
572,3,15.99,2019-08-06,2
573,3,18.0,2018-11-12,3
574,3,16.5,2019-06-02,4
575,3,16.0,2020-08-01,
576,3,15.49,2018-11-12,1
577,3,17.61,2018-06-28,2
578,3,17.4,2020-05-05,3
579,3,16.49,2019-05-02,4
580,3,17.5,2020-09-27,
581,3,17.0,2019-02-27,1
582,3,16.99,2018-10-08,2
583,3,16.0,2018-11-19,3
584,3,15.5,2018-09-10,4
585,3,17.56,2018-07-09,
586,3,15.49,2019-11-17,1
587,3,15.5,2018-12-03,2
588,3,18.0,2020-06-03,3
589,3,17.0,2018-11-30,4
590,3,17.0,2020-05-11,
591,3,16.99,2018-07-07,1
592,3,16.0,2020-08-07,2
593,3,17.5,2019-06-26,3
594,3,17.03,2018-12-06,4
595,3,16.5,2019-06-10,
596,3,16.99,2019-01-24,1
597,3,17.0,2018-09-11,2
598,3,17.49,2018-12-30,3
599,3,18.08,2020-08-15,4
600,3,17.0,2019-11-17,
601,3,17.93,2019-12-17,1
602,3,15.96,2020-09-28,2
603,3,16.17,2018-06-09,3
604,3,17.44,2018-07-30,4
605,3,18.0,2019-08-07,
606,3,16.0,2018-09-04,1
607,3,17.5,2018-11-24,2
608,3,17.0,2018-07-20,3
609,3,16.5,2019-09-10,4
610,3,17.34,2020-11-19,
611,3,17.49,2018-09-05,1
612,3,15.61,2019-03-28,2
613,3,15.89,2019-11-26,3
614,3,14.5,2019-06-23,4
615,3,17.0,2018-06-24,
616,3,16.0,2019-07-20,1
617,3,17.49,2018-10-08,2
618,3,17.5,2020-12-19,3
619,3,16.0,2019-05-26,4
620,3,16.99,2020-03-13,
621,3,17.0,2020-01-04,1
622,3,15.99,2020-07-13,2
623,3,15.0,2018-12-20,3
624,3,15.62,2018-12-04,4
625,3,17.0,2019-06-09,
626,3,15.49,2018-08-17,1
627,3,15.57,2020-05-19,2
628,3,18.0,2020-03-07,3
629,3,14.74,2018-11-26,4
630,3,17.49,2020-06-01,
631,3,14.92,2019-11-02,1
632,3,16.0,2019-10-12,2
633,3,17.99,2020-06-08,3
634,3,15.49,2018-12-26,4
635,3,16.99,2018-07-10,
636,3,17.0,2019-07-23,1
637,3,16.5,2019-07-03,2
638,3,18.0,2018-07-12,3
639,3,16.41,2020-07-05,4
640,3,15.0,2020-06-28,
641,3,15.89,2019-03-17,1
642,3,16.5,2018-07-08,2
643,3,17.0,2020-12-26,3
644,3,17.49,2018-07-19,4
645,3,16.5,2018-08-19,
646,3,17.0,2018-09-30,1
647,3,16.66,2018-08-22,2
648,3,15.99,2018-12-16,3
649,3,17.0,2018-09-19,4
650,3,17.49,2019-04-04,
651,3,17.49,2018-08-26,1
652,3,15.0,2019-06-06,2
653,3,16.49,2018-08-03,3
654,3,17.09,2020-07-01,4
655,3,16.49,2018-09-03,
656,3,17.49,2020-12-07,1
657,3,15.39,2019-03-24,2
658,3,15.99,2019-05-02,3
659,3,17.0,2018-07-08,4
660,3,17.0,2018-12-06,
661,3,14.5,2018-11-02,1
662,3,15.5,2020-12-07,2
663,3,16.5,2018-12-16,3
664,3,17.0,2018-11-04,4
665,3,17.49,2018-12-29,
666,3,15.99,2019-04-19,1
667,3,17.49,2020-05-21,2
668,3,16.0,2020-04-01,3
669,3,18.5,2018-09-04,4
670,3,18.5,2020-10-20,
671,3,18.49,2019-06-02,1
672,3,17.0,2019-11-29,2
673,3,16.5,2019-11-08,3
674,3,15.99,2018-06-07,4
675,3,18.0,2019-11-02,
676,3,15.07,2020-11-18,1
677,3,16.99,2020-08-10,2
678,3,15.05,2019-09-21,3
679,3,18.0,2019-03-19,4
680,3,17.0,2018-08-17,
681,3,14.5,2018-07-03,1
682,3,18.0,2018-07-06,2
683,3,17.5,2019-12-08,3
684,3,15.33,2018-08-03,4
685,3,16.94,2019-03-30,
686,3,17.5,2019-12-21,1
687,3,17.5,2018-11-24,2
688,3,15.5,2020-12-03,3
689,3,18.0,2018-07-05,4
690,3,15.69,2019-12-23,
691,3,16.49,2020-10-13,1
692,3,16.0,2020-12-24,2
693,3,17.48,2018-12-10,3
694,3,16.49,2020-12-09,4
695,3,16.5,2018-08-30,
696,3,15.49,2020-01-05,1
697,3,16.99,2020-11-21,2
698,3,17.48,2019-03-17,3
699,3,16.5,2018-08-18,4
700,3,16.3,2018-08-14,
701,3,19.99,2019-03-24,1
702,3,16.99,2018-06-04,2
703,3,17.48,2020-12-20,3
704,3,16.0,2019-11-30,4
705,3,16.0,2019-03-01,
706,3,14.46,2020-02-02,1
707,3,18.0,2018-08-04,2
708,3,16.99,2020-09-23,3
709,3,17.72,2020-07-27,4
710,3,16.74,2018-06-16,
711,3,17.99,2019-02-02,1
712,3,16.0,2019-08-18,2
713,3,18.0,2019-01-07,3
714,3,16.0,2018-09-07,4
715,3,18.45,2018-08-01,
716,3,16.49,2020-09-06,1
717,3,16.0,2018-07-12,2
718,3,15.0,2018-12-18,3
719,3,17.0,2019-03-18,4
720,3,17.38,2018-06-09,
721,3,15.99,2019-09-22,1
722,3,17.5,2019-04-28,2
723,3,17.49,2019-10-25,3
724,3,15.49,2020-06-07,4
725,3,16.5,2019-03-27,
726,3,16.0,2019-08-25,1
727,3,18.99,2020-12-19,2
728,3,16.49,2018-09-20,3
729,3,17.5,2020-12-26,4
730,3,17.19,2020-03-30,
731,3,14.99,2019-06-17,1
732,3,16.11,2019-04-13,2
733,3,17.31,2019-05-26,3
734,3,18.49,2020-07-08,4
735,3,16.5,2019-04-02,
736,3,16.5,2018-06-05,1
737,3,16.49,2020-09-25,2
738,3,17.0,2019-09-25,3
739,3,16.99,2020-11-07,4
740,3,15.82,2019-12-25,
741,3,17.5,2018-06-23,1
742,3,16.5,2018-06-20,2
743,3,17.0,2018-07-03,3
744,3,16.49,2018-07-22,4
745,3,15.21,2018-10-20,
746,3,15.49,2018-09-15,1
747,3,15.49,2019-05-11,2
748,3,16.49,2018-12-15,3
749,3,17.5,2020-02-11,4
750,3,17.0,2020-03-20,
751,3,16.49,2018-10-17,1
752,3,18.5,2019-10-04,2
753,3,17.0,2019-03-16,3
754,3,19.0,2018-11-23,4
755,3,16.26,2019-11-23,
756,3,17.82,2018-11-01,1
757,3,15.99,2019-10-26,2
758,3,18.0,2020-06-16,3
759,3,16.0,2020-03-09,4
760,3,16.0,2020-05-02,
761,3,17.0,2018-08-14,1
762,3,16.49,2018-12-19,2
763,3,18.0,2019-03-22,3
764,3,16.19,2019-12-03,4
765,3,16.0,2019-11-27,
766,3,16.49,2019-12-05,1
767,3,16.04,2020-12-17,2
768,3,15.49,2019-02-02,3
769,3,18.0,2018-11-14,4
770,3,16.49,2019-02-01,
771,3,16.5,2019-10-02,1
772,3,16.5,2019-07-13,2
773,3,19.0,2019-02-17,3
774,3,16.45,2018-07-29,4
775,3,18.49,2020-03-21,
776,3,18.0,2018-10-13,1
777,3,15.5,2020-01-21,2
778,3,14.5,2018-08-01,3
779,3,17.0,2018-09-16,4
780,3,17.49,2019-09-08,
781,3,14.99,2020-06-14,1
782,3,18.0,2019-06-08,2
783,3,18.0,2019-05-19,3
784,3,17.5,2018-07-31,4
785,3,17.0,2019-08-23,
786,3,16.0,2018-12-14,1
787,3,16.5,2019-12-21,2
788,3,17.5,2020-11-07,3
789,3,15.49,2018-10-19,4
790,3,16.18,2019-01-02,
791,3,16.47,2018-10-26,1
792,3,16.5,2019-04-22,2
793,3,17.16,2018-12-02,3
794,3,18.0,2019-09-15,4
795,3,16.5,2019-12-28,
796,3,16.0,2020-04-18,1
797,3,15.99,2020-12-13,2
798,3,15.49,2018-08-10,3
799,3,16.5,2018-07-31,4
800,3,17.49,2019-01-13,
801,3,16.0,2019-04-21,1
802,3,16.5,2018-10-28,2
803,3,17.5,2018-11-10,3
804,3,16.5,2018-10-21,4
805,3,17.5,2018-06-18,
806,3,15.5,2019-05-29,1
807,3,13.99,2019-09-12,2
808,3,17.33,2019-04-14,3
809,3,17.0,2018-06-11,4
810,3,15.49,2018-10-27,
811,3,15.0,2019-02-26,1
812,3,16.0,2018-06-21,2
813,3,16.0,2020-09-17,3
814,3,17.0,2018-06-18,4
815,3,16.0,2019-04-16,
816,3,17.49,2019-02-12,1
817,3,14.99,2020-04-20,2
818,3,14.0,2019-07-05,3
819,3,16.0,2018-06-09,4
820,3,18.0,2020-07-23,
821,3,15.49,2018-07-25,1
822,3,16.99,2018-10-23,2
823,3,18.0,2018-08-07,3
824,3,17.77,2020-03-29,4
825,3,16.51,2019-05-15,
826,3,15.0,2019-06-25,1
827,3,19.0,2019-11-18,2
828,3,18.0,2019-01-03,3
829,3,17.49,2018-07-27,4
830,3,16.48,2020-03-17,
